Monthly_Income,Current_EMIs,Employment_Type,Credit_Score,Loan_Amount,Tenure_Years,Age,Bank_Interest_Rate,Processing_Fee_Percentage,Minimum_Tenure_Allowed,Maximum_Tenure_Allowed,Loan_Status
30268,10499,Self-Employed,724,410431,3,48,9.53,2.49,2,18,0
89321,5197,Salaried,706,3228009,12,23,14.22,1.52,2,20,0
19008,1395,Self-Employed,706,4488030,10,34,16.11,1.71,1,20,0
146678,10332,Self-Employed,707,518881,14,45,14.3,2.83,3,25,0
40233,6638,Self-Employed,729,3576969,6,35,10.21,2.18,1,22,0
69472,14638,Self-Employed,733,2976769,14,22,13.69,2.55,1,23,0
98089,23009,Salaried,753,1842220,1,44,16.43,0.79,3,16,0
88157,17023,Salaried,655,4580102,12,34,11.38,0.98,1,21,0
108400,13795,Salaried,675,2710227,2,27,16.41,1.36,2,28,1
21958,6647,Salaried,817,4629546,1,56,15.95,0.97,2,17,0
199874,31501,Self-Employed,667,2622379,4,44,8.71,2.77,3,13,1
73759,20993,Salaried,741,220614,5,47,10.77,1.04,2,26,1
122626,8820,Salaried,731,4542968,3,57,13.66,1.89,2,11,0
105816,42325,Salaried,670,1899241,4,58,15.32,0.71,2,22,0
142298,20011,Salaried,727,4763935,13,50,16.87,0.89,2,30,0
89397,16516,Salaried,683,2631026,11,47,14.59,1.12,1,16,0
135612,29677,Student,765,1778777,10,59,12.11,2.96,2,27,0
190341,56575,Salaried,669,1819291,7,35,10.25,2.49,3,19,0
142063,7107,Salaried,752,3934666,14,46,15.72,2.18,1,13,0
80146,9502,Salaried,719,4533474,14,21,10.46,2.79,2,30,1
150280,29713,Salaried,799,489887,11,24,15.11,2.89,2,17,1
23670,8414,Student,712,3839319,3,49,10.22,1.63,3,30,0
31692,6798,Self-Employed,756,1608840,4,21,9.37,1.32,1,22,0
32441,10465,Salaried,830,701627,5,42,10.89,1.29,2,23,1
197385,42525,Salaried,750,1152999,6,31,11.21,0.59,3,30,1
88052,12119,Salaried,750,573757,9,30,14.65,1.2,1,26,0
195133,7755,Salaried,736,3739349,9,37,10.03,1.39,1,21,0
143005,38986,Salaried,641,2243740,6,56,17.34,0.59,2,13,0
169897,45667,Self-Employed,696,3354489,3,46,13.77,2.71,3,18,0
56102,7261,Self-Employed,709,2335561,6,41,13.16,2.62,3,24,0
54548,11982,Salaried,720,1204682,8,33,12.63,1.13,2,24,0
73614,2881,Self-Employed,713,4574065,13,29,13.88,2.51,2,27,0
183995,44405,Self-Employed,772,2205935,7,31,8.71,2.49,2,15,0
168335,65082,Salaried,686,4802307,1,31,17.91,1.34,3,11,0
149418,27744,Student,688,2879832,7,26,13.8,2.24,1,18,0
127398,20588,Salaried,605,2098380,8,21,8.83,1.22,2,14,0
51349,5662,Salaried,606,1755318,6,26,14.1,0.68,2,21,0
120096,133,Salaried,714,2960798,12,33,12.65,1.76,1,14,1
56467,529,Salaried,695,186624,2,42,8.73,1.6,1,21,1
121577,13389,Student,662,4477654,1,51,17.28,0.85,3,24,0
109743,10911,Self-Employed,698,1937494,14,42,8.6,1.73,2,11,0
131568,35774,Salaried,633,51215,1,57,13.99,2.87,3,20,0
51153,3181,Self-Employed,555,89181,7,47,17.64,2.33,1,28,0
50216,1518,Salaried,649,141814,5,34,10.76,2.35,2,26,1
155313,34982,Salaried,643,2651759,5,25,10.91,2.39,3,27,1
94187,18605,Salaried,673,757680,7,56,8.5,2.36,3,19,0
87119,33326,Self-Employed,745,3818016,8,52,9.13,0.55,1,14,0
137071,36358,Self-Employed,680,1846637,11,54,8.93,2.81,2,30,0
165187,61684,Self-Employed,658,208818,1,27,16.32,2.58,3,26,0
48726,12941,Salaried,607,4598195,8,30,16.45,1.19,3,10,0
117639,2415,Student,759,3323297,7,37,15.4,1.88,1,22,0
184790,4320,Self-Employed,717,3935904,4,50,11.85,2.04,2,11,1
171021,47188,Salaried,698,813616,1,41,16.3,0.83,1,26,1
32180,8166,Self-Employed,670,1476599,9,33,13.63,1.13,3,24,0
58139,12793,Student,702,492819,2,21,11.39,0.56,2,17,0
39741,6553,Salaried,741,4432548,11,21,12.65,2.66,1,11,0
24128,8287,Salaried,683,4601984,1,53,9.12,0.56,2,17,0
128060,12317,Salaried,617,2341934,9,58,17.48,1.3,2,14,0
116181,4606,Salaried,670,1128235,12,45,14.38,0.7,2,26,1
27553,7155,Self-Employed,760,2753930,10,46,15.45,2.45,3,13,0
51499,19372,Self-Employed,697,1686056,11,33,14.93,2.81,2,21,0
33528,1798,Salaried,755,3141555,14,48,14.84,1.91,1,27,0
93549,30827,Salaried,690,4406069,14,53,8.66,0.85,2,15,0
67184,10518,Salaried,669,3344393,12,57,13.49,1.9,2,14,0
158583,20406,Self-Employed,673,1404159,5,50,16.31,2.43,3,28,1
25629,6354,Salaried,732,88392,11,28,8.92,2.3,1,14,1
56945,11558,Salaried,678,538208,13,21,17.58,2.35,2,19,0
193775,38645,Salaried,726,428883,11,32,12.53,1.2,3,28,0
101453,36827,Self-Employed,753,4182912,8,25,11.25,0.68,3,13,0
116449,32151,Self-Employed,714,2849455,8,44,13.55,0.87,2,22,0
106718,26268,Salaried,597,330570,3,26,16.11,2.89,2,22,1
112685,37531,Salaried,716,90480,2,45,13.01,2.03,2,26,0
32839,5621,Salaried,713,2053548,8,21,14.63,2.32,3,27,0
127514,15052,Salaried,746,962300,12,45,13.25,2.75,2,28,0
112293,31540,Salaried,633,1892275,3,21,14.5,2.63,3,26,0
55928,6825,Salaried,674,575500,2,52,9.81,1.05,1,12,1
148791,28890,Salaried,727,4303837,10,23,8.87,0.65,2,22,0
103531,29017,Salaried,643,3686671,2,39,9.8,2.81,1,22,0
166313,5871,Salaried,736,3977878,10,49,11.22,2.95,1,12,0
77784,30055,Self-Employed,750,489896,13,22,10.91,1.92,1,11,0
117237,14356,Salaried,730,4708560,13,29,14.34,2.72,3,24,1
53950,14382,Salaried,743,898795,1,37,12.83,1.08,3,12,0
25349,1344,Salaried,709,1559219,1,56,8.87,0.78,3,25,0
139479,7742,Salaried,598,2859386,6,37,8.83,1.75,3,19,0
145854,37910,Self-Employed,723,3146567,12,32,9.36,2.53,1,29,0
195982,14250,Self-Employed,690,3240288,12,40,11.85,2.14,3,11,0
111501,31856,Self-Employed,692,2103422,9,23,8.56,2.09,1,24,0
126988,3195,Self-Employed,763,1401016,11,24,13.19,0.54,1,17,0
133484,15930,Salaried,732,1864080,13,37,11.93,1.29,3,22,1
177186,20575,Salaried,680,77575,3,57,13.78,2.85,1,10,1
126317,46979,Self-Employed,702,4358555,5,35,15.35,0.84,3,11,0
183254,13628,Salaried,674,4255309,4,53,10.88,2.32,1,18,1
145324,57913,Student,731,1681397,11,36,9.99,2.4,2,29,0
62328,12050,Student,748,1998745,10,31,11.14,2.33,3,29,0
135748,506,Self-Employed,634,4418782,6,40,8.52,2.97,1,28,1
69520,24128,Salaried,648,2505546,7,58,9.64,1.52,3,21,0
180302,25629,Salaried,673,2797208,1,44,15.63,2.21,1,21,1
78423,15673,Student,681,89917,3,36,10.62,0.98,3,19,0
34867,2691,Salaried,712,1048142,2,50,17.95,1.5,2,28,0
188227,10336,Salaried,674,4525859,9,54,10.09,1.73,2,29,0
127473,10604,Salaried,696,3964623,8,21,15.99,1.04,3,19,1
121639,20003,Self-Employed,705,314031,5,44,15.2,2.77,3,28,0
197236,66863,Student,778,1310095,5,44,11.56,2.29,1,18,0
199338,31269,Self-Employed,722,3207702,4,29,11.64,1.21,1,14,0
61818,23918,Self-Employed,726,3165222,12,42,13.85,0.84,3,12,0
70531,17530,Self-Employed,702,2278033,14,32,16.6,1.22,2,28,0
89999,3685,Salaried,765,3114041,12,37,12.17,2.06,2,13,1
141493,51152,Salaried,647,3164411,11,45,9.08,2.57,3,23,1
79645,15490,Student,584,3205495,14,48,12.06,1.76,1,15,0
177552,25886,Salaried,729,1039347,14,35,10.47,0.76,3,22,0
46342,5462,Student,690,4637468,14,50,17.42,1.12,3,16,0
135448,4375,Student,708,3123031,14,47,15.12,1.36,2,21,0
39053,14156,Self-Employed,857,4482966,9,42,8.98,2.09,2,29,0
137611,48498,Salaried,665,731639,4,30,11.28,1.12,1,23,0
189531,39662,Self-Employed,644,3233748,3,51,8.98,1.08,1,22,0
92153,28281,Self-Employed,637,1513107,3,47,16.39,1.22,3,20,0
26036,6477,Self-Employed,648,2576209,8,32,17.11,1.98,3,15,0
131307,3873,Salaried,684,3933572,14,51,9.57,1.73,3,16,0
63459,12100,Self-Employed,689,3560640,12,52,12.68,2.6,3,19,0
38133,13011,Self-Employed,710,2537591,3,52,17.35,2.24,2,24,0
63499,4251,Salaried,626,3676277,3,55,9.88,2.17,1,18,0
194905,3051,Salaried,695,1855000,12,41,11.27,0.89,1,12,1
56382,20357,Salaried,704,2697957,14,30,11.39,0.64,1,14,1
193911,52745,Student,675,2232408,9,36,8.79,1.77,1,19,0
149367,9576,Self-Employed,778,100973,13,27,8.84,0.68,2,24,1
126117,45932,Salaried,720,4906319,6,24,17.55,1.41,3,12,0
153949,54936,Salaried,759,2781096,6,47,13.93,0.57,1,30,0
195919,19106,Self-Employed,749,4374967,4,45,11.41,0.94,1,27,0
90975,24509,Student,656,4662168,14,51,12.1,0.78,3,12,0
117293,44765,Self-Employed,786,3695464,1,31,15.29,2.5,2,16,0
53107,3899,Salaried,714,4089768,7,40,11.98,1.37,2,30,0
129846,27184,Salaried,685,3197756,12,56,10.66,0.7,1,23,0
47959,7137,Self-Employed,683,3127895,5,37,9.47,1.16,1,25,0
167554,27529,Salaried,716,1125587,10,31,15.42,2.21,1,28,1
140947,41395,Salaried,729,183426,2,50,10.22,2.36,2,13,1
124798,46858,Self-Employed,698,2236785,8,55,9.16,0.8,1,12,0
114829,28901,Student,756,4535139,7,58,12.56,2.45,3,12,0
136392,9846,Salaried,628,1315379,14,42,8.88,1.43,2,18,1
84967,29193,Salaried,693,198439,8,47,17.67,2.2,2,13,0
25455,5686,Salaried,596,1613108,6,57,14.46,2.18,3,28,0
150120,33274,Salaried,674,1126859,13,55,9.95,2.48,3,20,0
108780,27121,Salaried,678,1252716,7,24,10.14,2.24,2,24,1
16918,5921,Salaried,619,695674,13,36,13.91,0.6,1,13,0
119997,27398,Self-Employed,718,3809096,8,36,11.89,1.8,2,17,1
90051,25091,Salaried,757,3067542,3,41,15.86,0.92,1,11,0
66162,1425,Self-Employed,729,3725548,9,46,13.69,2.92,3,27,0
36844,14252,Salaried,720,3539575,2,56,12.62,1.14,1,12,0
27448,4719,Salaried,727,100445,12,39,17.65,1.55,3,12,1
25155,1316,Salaried,714,1348810,7,37,12.21,0.99,1,30,0
111767,11920,Salaried,763,3981626,4,46,12.31,0.84,1,28,0
74605,26672,Salaried,763,618696,9,42,14.82,2.0,3,21,0
40200,6333,Salaried,698,393514,12,48,16.19,1.73,1,23,0
128423,49282,Salaried,644,1542039,4,21,14.45,1.44,2,22,0
169628,65619,Salaried,702,1211925,12,56,15.14,0.71,1,25,0
48673,6793,Self-Employed,679,1287393,7,57,12.04,2.34,2,26,0
101042,21484,Salaried,693,153618,7,22,13.06,0.51,3,27,1
17370,4440,Self-Employed,653,4703895,4,37,10.37,1.64,1,22,0
30050,7801,Self-Employed,649,2692830,12,58,14.96,2.08,1,22,0
99535,33659,Salaried,726,4431044,9,41,10.6,1.58,2,17,0
15864,1686,Salaried,750,1110348,6,29,8.51,0.82,2,16,0
26058,927,Salaried,659,4146488,7,33,17.37,2.45,3,17,0
147182,2425,Salaried,709,190650,10,31,11.41,1.31,2,26,0
18160,5072,Salaried,756,317558,11,36,10.37,0.84,2,10,0
189391,73456,Self-Employed,733,277497,6,36,11.05,1.88,2,12,1
75486,11556,Self-Employed,632,4182564,12,22,11.64,0.55,1,13,0
112855,23410,Salaried,715,1758074,10,28,13.01,1.31,1,28,0
198167,54486,Salaried,715,2815327,11,33,9.16,2.38,1,11,1
131719,29257,Salaried,698,3315653,10,37,9.0,2.78,1,20,0
166550,6304,Self-Employed,671,4221791,5,59,11.28,1.98,1,20,0
185592,22335,Salaried,739,3312593,1,44,11.31,1.04,2,28,0
171834,8669,Salaried,738,2715296,12,23,9.62,1.05,2,11,0
116252,29863,Self-Employed,753,2011153,4,50,12.35,2.01,1,14,0
24044,9153,Salaried,764,3607640,1,33,11.2,1.52,1,28,0
185143,56342,Salaried,585,3165392,7,39,8.75,0.94,3,18,0
160943,30849,Salaried,709,822127,13,27,16.91,2.47,3,16,0
108705,41850,Student,681,4224675,1,29,16.92,1.0,2,21,0
142483,22840,Salaried,662,742946,13,39,10.49,1.3,3,28,1
137362,46066,Self-Employed,697,1285039,9,42,10.05,0.65,2,27,0
23402,7949,Salaried,670,3795132,8,38,13.7,2.25,3,27,0
109510,696,Salaried,796,4662350,5,43,14.49,1.19,1,30,0
109549,32575,Salaried,767,58623,6,22,17.6,1.08,1,18,1
195563,32405,Salaried,774,4892003,13,31,12.08,1.26,2,11,0
180436,65686,Salaried,643,3106843,4,51,14.37,2.69,2,11,0
190282,33448,Salaried,797,2929395,11,53,16.84,1.8,2,24,0
20075,7598,Salaried,766,4003598,11,34,12.77,0.89,2,25,0
183870,58117,Salaried,737,1503980,13,36,9.66,2.44,3,23,0
99545,33248,Self-Employed,761,4520333,3,31,12.09,1.02,1,28,0
63764,13985,Salaried,750,2439849,7,53,9.8,1.53,3,24,0
112453,2151,Salaried,762,1585561,11,27,8.66,1.92,1,12,1
43325,9134,Salaried,591,1354371,9,51,15.64,1.96,1,15,0
85679,15441,Self-Employed,739,3384299,11,34,10.77,0.67,3,15,0
153158,7735,Student,664,4663005,5,48,8.52,2.59,2,30,0
198204,71269,Self-Employed,787,170010,12,36,16.79,1.7,3,29,1
118637,8692,Salaried,753,4945762,11,39,12.72,2.97,3,18,0
60731,2261,Salaried,823,4803451,12,37,10.77,2.29,3,20,0
72168,16544,Salaried,706,2376475,10,46,11.0,2.98,1,13,0
179727,32509,Self-Employed,623,395003,5,26,10.79,1.63,2,23,1
111326,34919,Self-Employed,791,4505223,10,29,10.35,0.85,1,22,0
20475,5537,Salaried,679,3459541,5,37,16.49,2.32,3,24,0
72476,2306,Self-Employed,675,3178011,13,51,10.12,2.44,3,26,0
168746,37705,Self-Employed,710,4301184,3,32,13.84,2.63,1,17,0
68139,25340,Salaried,680,3605899,2,43,9.23,1.25,1,20,0
155880,37417,Salaried,770,100800,2,25,17.52,1.78,2,20,1
133730,10101,Salaried,675,2590712,9,56,14.23,2.64,3,25,0
66178,11083,Salaried,653,2230024,12,56,17.08,2.66,1,12,0
55717,14722,Student,655,3232963,14,23,12.28,0.56,1,24,0
182002,58576,Salaried,656,2746025,12,44,16.2,2.18,1,22,0
169219,855,Self-Employed,642,813071,10,37,16.61,2.0,1,16,0
28054,6201,Salaried,706,1004108,13,59,15.18,0.71,3,14,0
170874,51768,Salaried,562,599630,8,46,9.38,2.83,2,21,0
78777,6642,Salaried,693,1021659,12,24,8.65,1.61,1,12,0
154525,47213,Salaried,766,4809392,14,32,10.1,2.19,1,21,0
76277,13664,Salaried,670,2037733,12,21,9.62,2.71,2,14,1
66344,22366,Self-Employed,629,2665755,14,41,15.39,0.83,3,28,0
130228,20716,Salaried,686,1884325,11,39,13.79,2.64,1,28,0
144269,25403,Salaried,693,547641,10,41,13.5,2.31,2,10,1
95075,32295,Self-Employed,749,2528259,4,38,10.9,2.6,2,29,0
149019,12507,Salaried,765,2850818,10,23,9.97,1.74,3,21,1
120267,18193,Student,643,909236,10,52,10.46,0.58,2,15,0
85704,22521,Self-Employed,726,2422519,8,30,12.3,2.18,3,30,0
34276,1967,Self-Employed,692,1793201,12,35,15.53,1.44,2,27,0
146274,1931,Salaried,670,4613558,3,25,10.92,1.51,1,30,0
43453,1177,Salaried,746,468725,13,24,15.14,1.6,3,25,1
56225,16891,Salaried,717,3933258,7,48,13.17,1.73,2,20,0
20485,5205,Salaried,655,1032557,11,24,16.91,2.15,1,19,0
45751,7262,Self-Employed,687,4933966,7,35,10.71,2.32,2,12,0
171037,23257,Salaried,597,2376452,8,37,12.78,2.44,1,27,0
17697,3183,Salaried,683,4816026,12,23,9.42,2.18,3,21,0
152666,41242,Salaried,676,2563546,4,30,11.68,2.51,1,23,0
133070,41367,Salaried,760,3834031,8,43,13.32,0.81,2,13,1
83450,33036,Self-Employed,696,1161643,12,38,15.46,2.59,1,19,0
32079,1432,Self-Employed,700,889294,5,21,10.38,1.47,1,16,0
67803,10326,Salaried,685,2982488,5,55,10.57,1.82,3,25,0
43734,4325,Salaried,691,3361853,13,51,14.5,1.58,1,18,0
63798,1061,Salaried,734,1627368,14,21,12.13,1.69,1,12,0
174703,56119,Student,674,1339209,1,23,13.08,1.21,2,11,0
31629,12289,Self-Employed,638,1473898,6,23,16.44,0.92,2,15,0
112936,25301,Self-Employed,645,758664,14,57,13.24,0.76,3,19,0
186462,37056,Self-Employed,643,211805,2,39,14.7,1.63,3,13,0
105155,9796,Salaried,841,749664,9,49,14.74,0.81,3,13,1
105769,40611,Salaried,682,291006,12,45,16.13,1.11,2,19,1
102745,18047,Self-Employed,663,1209487,13,53,14.56,0.83,1,19,0
130786,24002,Salaried,616,212943,11,56,9.12,0.77,3,22,0
119824,697,Self-Employed,665,1301983,7,49,11.75,2.71,2,15,0
90364,16813,Salaried,748,973660,2,46,17.9,2.19,2,16,0
91718,33988,Salaried,779,1799258,6,24,10.37,2.81,3,14,0
146374,26627,Salaried,735,3887525,14,34,14.07,2.11,2,24,0
28354,6549,Salaried,682,3001599,9,47,16.51,2.61,1,17,0
138198,23811,Salaried,763,2642490,8,53,14.07,1.89,2,19,0
171411,49051,Salaried,693,2337922,10,42,12.04,1.66,2,21,0
141799,12046,Salaried,613,1114435,13,23,9.26,1.82,1,26,1
186130,8228,Salaried,732,1435300,12,43,11.94,1.3,3,25,0
188284,37282,Self-Employed,717,4792499,7,41,10.23,2.14,2,10,1
73071,26668,Self-Employed,651,3825379,10,43,17.63,2.74,1,13,0
15685,3140,Salaried,654,4244733,8,24,15.29,2.46,3,17,0
196418,12665,Salaried,680,3873194,2,41,15.62,1.66,1,15,0
59334,14338,Salaried,694,3784278,13,57,12.64,2.88,2,30,0
26095,3817,Self-Employed,767,3218940,12,51,9.54,2.96,1,19,0
93377,21896,Salaried,671,512748,12,41,11.03,1.73,3,27,0
42584,1578,Student,696,1603507,12,46,10.97,2.66,3,22,0
107052,10400,Salaried,706,2251251,3,55,13.12,0.51,3,14,0
173212,53683,Student,703,4491962,2,58,12.88,0.67,1,21,0
158738,58173,Self-Employed,708,2693409,10,44,12.62,0.56,1,30,1
74801,23225,Salaried,774,4624000,10,31,13.21,2.43,3,27,0
73576,8537,Salaried,720,1284162,2,49,17.88,0.7,3,17,0
131713,8598,Salaried,722,2395764,4,23,11.33,0.54,3,23,1
70614,6930,Salaried,691,1604769,14,21,14.35,0.87,2,24,0
28147,633,Salaried,786,465109,7,39,10.78,1.27,2,14,0
179965,62820,Salaried,721,2665698,13,42,12.93,1.66,2,14,0
186090,37106,Student,740,1196268,1,34,10.4,0.66,3,26,0
109334,4995,Salaried,686,2339169,2,34,13.8,1.75,2,22,0
160518,20869,Salaried,731,3191654,12,36,11.02,1.12,3,26,0
129785,20783,Self-Employed,796,4896241,9,53,8.85,1.19,1,20,0
194033,30412,Salaried,753,3201314,8,33,16.25,2.55,3,10,0
80383,20367,Student,649,4248396,1,58,9.72,2.97,3,22,0
49511,3249,Self-Employed,629,1882837,12,32,12.0,1.66,2,27,0
126816,43404,Self-Employed,732,1268128,13,58,13.03,1.3,1,15,0
145736,14140,Self-Employed,676,991217,1,59,12.61,2.83,1,22,0
141444,48526,Salaried,729,4741032,8,53,15.39,1.75,1,30,0
72613,27524,Salaried,734,2614920,13,53,14.17,2.33,2,29,0
193512,72437,Salaried,626,744901,9,49,11.31,1.53,2,20,0
21679,1409,Salaried,675,2890887,12,25,8.99,1.01,2,28,0
64260,1915,Salaried,675,4108761,5,26,15.79,2.14,2,29,1
137593,44769,Salaried,665,3378469,9,51,11.85,2.16,2,18,1
55317,3184,Student,727,3143016,14,36,16.95,1.65,3,22,0
51815,11849,Salaried,665,1272216,4,51,12.25,1.17,1,24,1
97611,4612,Self-Employed,620,977659,7,45,15.32,2.58,2,20,1
196528,14504,Salaried,696,1750954,2,53,17.43,1.19,1,25,0
45292,6454,Student,772,1367901,13,33,14.69,2.15,2,26,0
191859,55959,Student,699,3400795,1,30,12.43,1.46,3,14,0
68204,5084,Self-Employed,661,3143696,6,44,13.89,1.68,1,23,0
179659,19948,Salaried,654,4750411,8,30,13.66,1.03,2,24,0
76803,27135,Self-Employed,747,2147410,1,51,14.06,2.12,3,18,0
60914,6502,Salaried,724,1583416,13,33,9.89,1.06,3,23,0
20689,2282,Self-Employed,799,4543705,10,23,15.14,1.71,1,19,0
125427,11531,Salaried,694,1212139,12,54,9.88,1.32,2,22,0
73303,16647,Salaried,633,1422792,8,48,8.64,2.91,3,26,1
177181,18098,Salaried,708,4089324,6,39,14.44,2.96,3,10,0
101356,19510,Salaried,689,598116,3,43,9.61,2.38,3,23,0
39922,12404,Self-Employed,723,3868868,6,52,15.82,2.96,1,21,0
37407,9210,Salaried,733,3958759,12,33,16.73,0.78,1,16,0
115993,21754,Salaried,736,4193820,14,53,17.47,2.98,2,12,0
106494,22865,Self-Employed,705,464744,4,54,14.81,0.76,2,30,0
44303,13793,Salaried,747,4399646,8,53,13.08,1.54,1,10,0
80441,3307,Student,689,4247991,14,25,11.85,1.1,1,22,0
122674,3365,Self-Employed,758,3017246,8,23,13.16,2.88,1,11,0
74079,14018,Self-Employed,790,63555,14,27,10.31,2.09,3,18,0
125643,29938,Salaried,692,4348450,1,44,11.81,1.99,1,27,0
44335,7280,Salaried,721,4963498,3,42,15.32,2.99,2,13,0
79796,10552,Salaried,679,3560981,5,43,10.57,2.03,3,25,0
140748,45919,Self-Employed,677,4935935,9,50,11.01,2.12,1,15,0
173374,23140,Salaried,771,1268203,2,38,15.62,0.61,2,29,0
161886,9963,Salaried,586,321297,1,52,10.19,2.65,1,12,1
168878,29540,Salaried,625,1528764,9,27,10.84,2.93,2,20,0
177371,69364,Salaried,625,3449850,7,53,8.67,2.9,3,14,0
59657,20600,Salaried,593,4037141,7,25,15.34,1.05,3,10,0
115552,2149,Salaried,721,3211446,1,48,14.37,1.06,2,17,0
17196,496,Salaried,774,1807190,6,28,15.1,1.42,2,28,0
115283,11221,Salaried,703,390370,14,35,10.54,1.28,3,13,0
142008,35503,Self-Employed,639,3160255,4,24,15.03,1.26,3,18,0
121096,10388,Student,687,805452,13,54,14.17,2.01,2,12,0
197266,40616,Salaried,686,4318539,2,25,11.98,2.51,2,14,0
52516,11237,Salaried,683,1463590,6,53,12.66,2.84,1,25,0
153304,34924,Self-Employed,735,4071506,14,25,13.9,0.67,1,17,0
158572,36476,Salaried,685,748661,9,58,13.19,1.19,3,15,0
36101,10473,Self-Employed,698,2901454,4,54,14.6,1.14,3,12,0
186823,329,Self-Employed,718,1785454,10,46,10.22,1.39,1,25,0
107491,7313,Self-Employed,633,2878234,8,21,13.64,1.56,1,17,0
54409,20042,Salaried,630,3730250,2,24,12.78,1.47,3,22,0
140631,1503,Salaried,769,1456314,5,59,12.88,2.88,3,14,0
57704,17377,Salaried,663,2435871,3,46,12.96,1.59,2,15,0
81270,5468,Student,632,1083141,13,53,16.87,1.88,2,12,0
63827,311,Salaried,748,1569273,9,53,16.28,2.37,3,17,0
199304,55829,Salaried,669,3094221,7,28,14.48,2.31,1,13,0
130605,50682,Salaried,646,214767,8,40,15.31,1.96,2,30,1
128883,27075,Salaried,632,1622565,8,36,8.91,2.65,3,26,0
107126,6723,Salaried,622,3856459,7,41,15.57,2.06,1,17,0
196840,27443,Salaried,652,3278127,12,46,13.12,2.69,1,30,1
141119,23700,Self-Employed,647,3473495,9,43,11.52,1.26,3,28,1
123929,39076,Student,615,4186331,3,38,9.83,0.83,2,23,0
119961,33385,Salaried,670,3224024,13,51,9.21,2.55,2,18,0
70439,23976,Salaried,703,337047,7,32,8.93,1.46,3,21,1
118390,13802,Self-Employed,635,3812493,2,21,10.04,2.13,1,22,0
40420,6583,Salaried,660,1917893,8,29,8.79,2.34,2,17,0
61834,11227,Salaried,701,2135024,13,23,15.46,1.32,3,12,0
42711,8223,Salaried,737,555113,14,46,10.86,1.76,2,24,1
194375,44829,Self-Employed,684,4260328,1,29,12.0,2.74,3,29,0
90342,29399,Salaried,674,3138860,8,36,16.32,2.7,2,28,0
104289,11578,Salaried,676,1900229,5,44,9.59,2.37,2,13,1
36203,4143,Salaried,638,2780086,9,34,16.44,2.41,2,11,0
65552,19414,Self-Employed,728,3428328,13,23,14.58,2.74,3,14,0
87616,22811,Student,703,1586765,13,54,11.75,2.34,3,30,0
196646,62990,Salaried,660,2009459,5,53,9.62,1.35,1,11,0
176307,18374,Salaried,643,774042,3,44,9.37,0.8,2,16,1
34144,12492,Salaried,667,4802989,5,29,11.69,1.55,2,20,0
185425,60586,Salaried,636,4682541,11,33,9.83,0.72,3,21,0
32004,3585,Student,608,4592597,7,22,11.04,0.79,2,13,0
190600,37953,Salaried,674,430146,8,27,9.0,2.88,3,12,1
169719,67281,Salaried,666,4565288,2,41,14.15,2.19,1,17,0
129647,29591,Salaried,675,1715449,5,39,9.88,2.63,2,27,0
76373,28611,Student,663,772674,1,45,15.69,2.11,3,14,0
122669,13913,Salaried,740,1033390,7,42,10.57,1.55,3,25,1
142540,12441,Self-Employed,670,366062,9,31,16.08,0.56,2,21,1
46199,2823,Salaried,741,1779843,14,53,10.3,2.89,1,18,0
74951,24328,Salaried,663,1898263,14,52,15.35,0.68,3,17,0
161031,54990,Salaried,652,4470030,3,41,11.66,2.03,2,14,0
185598,50553,Salaried,681,3103477,8,59,14.04,0.76,1,29,0
55399,8801,Salaried,679,1091101,3,40,8.87,1.21,3,28,1
59235,2743,Salaried,575,4875246,10,28,13.2,0.96,1,24,0
164465,30987,Student,678,967455,4,57,9.91,1.88,3,29,0
76216,30180,Self-Employed,660,1285984,3,29,13.12,2.72,2,20,0
102867,27936,Salaried,700,1995246,5,45,9.84,2.09,2,29,1
126346,41582,Salaried,715,3394161,14,45,12.65,2.16,2,22,0
22766,8480,Self-Employed,718,2425327,3,53,9.55,2.77,1,22,0
120949,18574,Salaried,675,1473752,13,22,10.59,2.37,1,30,1
113304,39639,Salaried,701,581491,2,39,14.15,2.66,2,26,1
26202,2537,Self-Employed,687,3785452,5,40,17.78,1.54,3,30,0
162267,5195,Salaried,729,1561090,10,49,12.77,2.66,1,25,1
172143,49521,Self-Employed,776,4802922,8,26,15.03,2.11,1,26,0
135196,8629,Self-Employed,679,4016918,4,37,13.62,0.84,3,28,0
185145,72991,Salaried,713,4289879,12,45,13.23,0.6,3,23,1
130513,17275,Salaried,666,3621542,8,58,9.11,1.11,2,16,0
29798,9213,Self-Employed,533,4858042,14,24,9.87,1.45,1,18,0
66602,22545,Self-Employed,714,4410851,2,50,16.89,2.59,3,11,0
59281,13802,Salaried,792,2202101,9,40,12.4,2.35,3,28,1
165834,27374,Salaried,744,4408482,5,23,14.34,2.89,2,15,0
53970,11115,Salaried,642,3418984,4,43,13.52,1.9,2,10,0
57505,18608,Salaried,694,1612600,12,38,12.1,2.37,1,16,0
97801,5933,Salaried,688,1732079,2,46,12.18,1.19,3,25,0
198769,19365,Student,707,2291612,7,56,13.78,2.2,2,11,0
173904,8206,Salaried,748,391002,9,28,9.84,2.27,1,13,1
21994,6203,Self-Employed,652,4155891,1,37,12.18,2.62,2,29,0
175946,46125,Salaried,664,4819752,10,51,12.75,1.84,1,23,0
113159,23520,Salaried,732,56076,4,57,17.86,2.12,3,20,0
43698,8389,Salaried,796,1345682,6,53,11.84,1.01,2,18,0
